0.000000, 11.35147200000938
2.000000, 0.01002300000982359
2.000000, 2.00001522898674e-06
2.000000, 2.00001522898674e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 1.9999570213258266e-06
2.000000, 2.00001522898674e-06
2.000000, 2.9999646358191967e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 2.9999646358191967e-06
2.000000, 1.9999570213258266e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 2.9999646358191967e-06
2.000000, 1.9999570213258266e-06
2.000000, 3.300001844763756e-05
2.000000, 2.00001522898674e-06
2.000000, 2.00001522898674e-06
2.000000, 2.9999646358191967e-06
2.000000, 2.9999646358191967e-06
2.000000, 1.9999570213258266e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 2.00001522898674e-06
2.000000, 3.00002284348011e-06
2.000000, 0.00010000000474974513
2.000000, 3.999972250312567e-06
2.000000, 1.9999570213258266e-06
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 5.100003909319639e-05
2.000000, 2.9999646358191967e-06
2.000000, 2.9999646358191967e-06
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 2.9999646358191967e-06
2.000000, 2.00001522898674e-06
2.000000, 1.9999570213258266e-06
2.000000, 2.9999646358191967e-06
2.000000, 3.5999983083456755e-05
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 2.9999646358191967e-06
2.000000, 2.00001522898674e-06
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 1.9999570213258266e-06
2.000000, 2.00001522898674e-06
2.000000, 2.9999646358191967e-06
2.000000, 4.1000021155923605e-05
2.000000, 2.9999646358191967e-06
2.000000, 1.9999570213258266e-06
2.000000, 2.9999646358191967e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 3.00002284348011e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 2.00001522898674e-06
2.000000, 4.2000028770416975e-05
2.000000, 2.00001522898674e-06
2.000000, 1.9999570213258266e-06
2.000000, 2.00001522898674e-06
2.000000, 2.9999646358191967e-06
2.000000, 2.9999646358191967e-06
2.000000, 2.00001522898674e-06
2.000000, 2.9999646358191967e-06
2.000000, 2.00001522898674e-06
2.000000, 2.9999646358191967e-06
2.000000, 4.1000021155923605e-05
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 2.00001522898674e-06
2.000000, 3.00002284348011e-06
2.000000, 1.9999570213258266e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 2.9999646358191967e-06
2.000000, 2.9999646358191967e-06
2.000000, 4.2000028770416975e-05
2.000000, 1.6000005416572094e-05
2.000000, 2.9999646358191967e-06
2.000000, 2.00001522898674e-06
2.000000, 1.9999570213258266e-06
2.000000, 2.9999646358191967e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 1.9999570213258266e-06
2.000000, 3.00002284348011e-06
2.000000, 3.5999983083456755e-05
2.000000, 2.9999646358191967e-06
2.000000, 3.00002284348011e-06
2.000000, 2.9999646358191967e-06
2.000000, 2.00001522898674e-06
2.000000, 3.00002284348011e-06
2.000000, 2.00001522898674e-06
2.000000, 2.00001522898674e-06
2.000000, 2.00001522898674e-06
2.000000, 2.00001522898674e-06
2.000000, 4.3000036384910345e-05
